@T,table
Created,2016-04-07 18:24
Author,HortonMachine library
@H,timestamp,value_16,value_18,value_19,value_8,value_10,value_11,value_12,value_13
ID,,16,18,19,8,10,11,12,13
Type,Date,Double,Double,Double,Double,Double,Double,Double,Double
Format,yyyy-MM-dd HH:mm,,,,,,,,
,1994-01-01 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 08:00,155.48663295404367,155.6350494269898,155.8281541095928,156.43940996208434,155.41008007780138,155.585047237484,155.60445311922518,156.1561684173157
,1994-01-01 09:00,323.2588379453668,323.43409097256534,323.66210766087033,324.3838368335967,323.1684415207967,323.3750478008297,323.39796253890455,324.04941165532745
,1994-01-01 10:00,441.8917017893514,442.0859311260451,442.3386343303269,443.1384799369312,441.7915164978826,442.0204950144659,442.04589088864896,442.7678624643283
,1994-01-01 11:00,503.3005908651062,503.5046430624064,503.77012494767183,504.6104065959224,503.1953384832706,503.43589772165575,503.46257792639534,504.22105461320024
,1994-01-01 12:00,503.3005908651062,503.5046430624064,503.77012494767183,504.6104065959224,503.1953384832706,503.43589772165575,503.46257792639534,504.22105461320024
,1994-01-01 13:00,441.8917017893514,442.0859311260451,442.3386343303269,443.1384799369312,441.7915164978826,442.0204950144659,442.04589088864896,442.7678624643283
,1994-01-01 14:00,323.2588379453671,323.43409097256534,323.6621076608706,324.3838368335967,323.1684415207967,323.3750478008297,323.39796253890484,324.04941165532773
,1994-01-01 15:00,155.48663295404336,155.6350494269895,155.8281541095928,156.43940996208434,155.41008007780138,155.58504723748368,155.60445311922484,156.1561684173157
,1994-01-01 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1994-01-01 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
